id_production_companies,name_production_companies
64927,Shango Films
12269,Shadowcatcher Entertainment
898,Lorimar Productions
1988,Epic Productions
10673,Labor Film
77233,France Opera Film
12261,The Colleton Company
76628,Nina Paley
41821,Cofinova 9
69756,Lightstream Entertainment
4284,Century Films
2127,Uco-Film Gmbh
36389,Orbis Film
91526,Fida Attieh Productions
28286,Low Spark Films
84789,Rotana Film Production
802,Egg Pictures
68795,Filmtiger
18705,Highroad Productions
11274,Spitfire Productions
14309,Cip Filmproduktion Gmbh
24972,Vocal Yokels
17827,Hplhs
51416,Sah Productions
3289,Clap Filmes
30926,Skyline Entertainment
7769,Barraboy Films
4503,Neue Road Movies
2882,Neal H. Moritz Productions
20235,New Horizons Picture
89425,Zeke Productions
15108,Hallmark
26421,Living Out Loud Films
49326,Underground
4251,Anagram Pictures Inc.
2909,Accomplice Films
2974,Pope Productions
7330,Blind Spot Pictures Oy
69987,Uncork'D Entertainment
1760,Dorje Film
45740,Filmteam
12918,Greenpoint Films
79393,Mug-Shot
34999,Bauer Martinez Studios
13671,Abc Motion Pictures
95595,Ccla Productions
74253,Bioscope
38196,Bet Pictures
82552,Elevation Pictures
26144,Rampage Entertainment
6858,Universal Studios Home Entertainment
912,Karma Films
72951,Woodshed Films Inc.
12727,G.R.P. Cinematografica
88014,Black Sand Productions
2253,Lawrence Bender Productions
55330,Canafox Films
16352,Mara Films
1867,Golden Mean
23873,Polygram Filmproduktion
60283,Take 3 Partnership
22348,Patriot Pictures
89308,Wing Commander Productions
2203,Onyx Films
20033,Chris Lee Productions
11705,Los Hooligans Productions
54787,Wong Fu Productions
33680,Blue Sky Films
79025,Zacharias-Buhai Productions
5303,Moody Street Pictures
20691,Essential Filmproduktion Gmbh
5538,Sandy Howard Productions
3703,Adlabs Films Ltd.
78135,Shanghai Media Group
6130,Dualstar Productions
2746,Mission Pictures
37061,Basket Case Productions
8738,David Sonenberg Production
23968,Verenigde Nederlandsche Filmcompagnie (Vnf)
7818,Frame Werk Produktion Gmbh & Co. Kg
14180,Laurel Entertainment Inc.
25053,Jones Film
7525,455 Films
13400,Artcraft Pictures Corporation
384,Macdonald/Parkes Productions
7164,Tms
13694,Olm
30131,Southpaw Entertainment
25789,Imagination Worldwide
5470,Adivina Producciones S.L.
73679,Swordspoint Productions
67173,Blue Train Productions
21014,Gloucester Place Films
3846,Epoch Films
85437,Enchanted Productions
7447,Personafilm
35591,Vicarious Entertainment
10859,Wang Film Productions
23072,Schweizerische Radio- Und Fernsehgesellschaft (Srg)
57263,September Gurls Productions
808,The Movie Network
1212,Empire Pictures
7420,Stone Village Pictures
46240,Miscellaneous Entertainment
46297,Farraj Factory
25151,Magdalena Produzione
1087,Aurora Productions
1151,Diorama Films
24035,Tokyo Godfathers Production Committee
359,Figment Films
4129,Ars Film Production
5031,Videovision Entertainment
459,Les Films Pomereu
10978,Motto Pictures
21623,Rip Cord Productions
2668,Mc4 Productions
5227,Cinema Gypsy Productions
52011,The Wild Party Production Company
6677,Syfy
1124,P.A.C.
12617,Belarusfilm
22606,Pacific Films
73799,Valsts Kulturkapitala Fonds (Vkf)
6574,Lions Gate Family Entertainment
5132,Von Vietinghoff Filmproduktion
24060,Khanzhonkov
23838,Salto De Fe Films
5861,Showtime Films
91331,Main Journey
88,Hawk Films
22103,Red Horizon Productions
1023,Nelvana Limited
12861,Corrado Schoner Productions
834,Potboiler Productions Ltd.
60250,Whiteflame Productions
17413,Frame 29 Films
3247,Taking A Line For A Walk Productions
1364,St. Nick Productions
16387,Skylight Cinema Foto Art
8924,Rabbitbandini Productions
3279,Vox3 Films
12180,Warp Films
692,Sogecine
16312,Crave Films
78132,Chongoing Film Group
40419,Durrant Fox Productions Inc.
58061,Two Ski Productions
31807,Carnival Films & Television
52103,Atm Motionwide
50092,Just Films
60290,Masthead Productions
18165,Vita Aktiva
52925,Matt Baer Films
32599,My Cactus
18665,Project 8 Films
2856,Eddie Wong Films
11244,France 3 (Fr 3)
5328,Ivan Tors Productions
12485,Overbrook Entertainment
7453,Armada Films
13742,General Film Corporation
23038,Laguna Entertainment
32157,Right Of Way Films
66334,Woodshed Entertainment
60662,Juntobox Films
12626,Boxing Cat Films
49989,Computer Chess
23790,Splendid Productions
2150,Greenestreet Films
15278,British Broadcasting Corporation (Bbc)
31794,Pledge This Holdings
8089,Animal Logic
40552,Galaxy Films Inc.
31035,Identical Production Company
1556,20Th Century Fox Television
40274,Dévelopimage
86708,Altus Media
10379,Film And General Productions
13914,Feature Productions
11938,Banque Populaire Images 8
68106,Fondation Gaz De France
8807,Dylan Sellers Productions
2770,Allied Film Production
2302,Svenska Filminstitutet
22792,Fida Cinematografica
68261,Meems
31016,Amazing Film Studio
10898,Légende Entreprises
5370,Dic Enterprises
2991,Tgl Inc.
32647,Mollette
4052,Sunfilm Entertainment
18683,Bright Ideas Pictures
35206,Living Stone
50179,Summa Entertainment Group
41942,Confédération Française Démocratique Du Travail (Cfdt)
3344,Night Light Films
14563,Maysles Films
10817,Giraff Film Ab
11707,Vic Films Productions
83619,Independent Artists Filmproduktion
54850,Bulletproof Cupid
12569,White Fox
21065,Fastback Pictures
13003,Desvia
6716,Zanuck Independent
14091,Arcola Pictures
62409,Visionplus Fund I
3595,Magnet Releasing
46722,Golden Effects Pictures
10897,Sédif Productions
62513,Easy Open Productions
15511,Fundación  Villa Del Cine
3524,Studio Pavla Lungina
19114,Fam Productions
57738,Rue 21 Productions
32289,C.G. Cinema
78363,Fonds Voor De Nederlandse Film
48136,British Broadcasting Corporation (Bbc) Television
4794,Studio Eight Productions
2619,Manigolda Film
4812,Lb2 Films
19340,Albion Film Corp. (I)
47818,Anglo-Amalgamated Productions
58590,Hollywood Studios
15798,Zingraff Motion Pictures
47036,Universal Pictures International Production (Upip)
435,Di Bonaventura Pictures
10571,Asylum Films
52591,Kaléo Films
5633,One Hundred Years Of Film Company
2957,Double Play
91248,Ron Ormond Enterprises
2873,Echo Bridge Entertainment
84498,Organización Santo Domingo
32791,Oceanic Filmproduktion Gmbh
14355,Press On Features
76888,Heretic
13845,Kadokawa
18065,20Th Century Fox Russia
24428,Revolver Picture Company
23385,Fishcorb Films
17946,Cg Productions
1441,Associated British Picture Corporation
37708,Statement Pictures
7937,Sonet Film Ab
12593,Golden Village
22112,Ocean Size Pictures
95328,Loud Mouth Films
51996,All For A Films
23140,Movie Masters
17091,Bb Films
69579,Phantom Four Films
20665,4M
17994,Independent Film Gmbh
23596,Paul Schiff Productions
4988,Frank Yablans Presentations
52013,Rightoff Entertainment
31114,Lightwave Entertainment
3067,Memorial Enterprises
3892,Candlelight Pictures
698,Scottish Screen
78139,Beijing Tv Station
557,The Leonard Goldberg Company
4799,Eurociné
3681,Gorky Film Studio
1411,Gekko Film
20740,Merchant Ivory Productions
796,Pan Européenne Production
73894,Palatine Étoile 11
13654,Worldvision
77814,Indie Invest
2322,The Javelina Film Company
2088,Nala Films
55369,Koppelman/Levien
33538,Painted Lady Productions
50838,Incurably Curious
22884,The Film Farm
16268,El Toro Productions
46410,Cbs Theatrical Films
20158,Select Pictures Corporation
72681,Secretaria De Estado De Cultura Do Espirito Santo
6455,Edward R. Pressman Film
14385,Compagnie Internationale De Productions
910,Mfa Filmdistribution
12299,Pvp Cinema
24955,Paramount Animation
14787,Arrowstorm Entertainment
69401,Celestial Production
597,Irish Dreamtime
53268,Woodline Films Ltd.
14650,Роскинопрокат
15706,Phoenix (Ii)
7084,Travieso Productions
4787,Gico Cinematografica S.R.L.
2502,Ceskoslovenský Státní Film
790,Samsa Film
3290,Carmel Entertainment
74894,Estudios Darwin
12886,New Crime Productions
67715,Nozon
18066,Utopia
2943,Go Productions
4402,Euterpe
1473,Depth Of Field
29651,Cléa Productions
28177,Payton Productions
7585,Delphi Ii Productions
22165,Cathala Productions
3405,Mediacorp Raintree Pictures
8850,Extension 765
63635,Three Rivers Entertainment
17874,Otmoor Productions Limited
77739,Bergsten Music
51164,Whitaker Entertainment
11579,The Mirisch Production Company
8403,Bandito Brothers
73345,Collier Young Associates
20370,Tatfilm
48426,San Carlos Productions
1242,Reteitalia
38506,Private Island Trax
16046,Associated Talking Pictures (Atp)
24217,Paragon Entertainment Corp.
2073,Kadokawa Pictures
14440,Red Wagon Entertainment
134,Rogue Pictures
2970,More Entertainment
3039,Reunion Pictures
26680,Reprise Films
7485,Fox International Productions
11134,Iguana Producciones
75140,U-Production
76358,Three Pictures
10102,Cattleya
25009,Bulldozerfilms
25136,The October People
6724,Upload Films
19138,At Productions
26365,Yoav Shamir Films
10459,Méditerranée Cinéma
11473,A.J.O.Z. Films
68097,Bonnie Timmermann Productions
67612,Grid Animation
67035,Kramer-Tornell Productions
25491,Edith Film Oy
7263,Filmdistrict
12111,Vides Cinematografica
55518,Romero-Grunwald Productions
780,Red Wagon Productions
1785,Likely Story
73401,October County Films
24358,Fortune Cookie Filmproduktion
5462,Aries Cinematográfica Argentina
5850,Belvision
46484,Icaa
76994,Cinémage 9
16778,Jaquet
15099,Essaness Pictures
26250,Infinitum Productions
76410,Phoenix
6908,Blender Foundation
8175,Monipoly Productions
85309,Dan Mcculloch Productions
38038,Pictanovo Nord-Pas-De-Calais
11152,Radical Media
4261,Viz Video
62765,Fries Film Company
17234,Red Lion Sarl
17163,Production Media Group
3538,Gunn Films
24726,Canada Council For The Arts
10485,Drafthouse Films
59350,Alexander Sextus
85999,Absolutely Productions
3648,Sri & Company
6154,Allfilm
15127,Boll Kg
19528,Apolloproscreen Filmproduktion
1051,Hsi Productions
23513,Ombra Films
2805,Pact Productions
22633,O. Hannah Films
11061,Motion Picture Corporation Of America (Mpca)
37354,Mojame S.A.
11517,Buffalo Gal Pictures
7151,Assassin Films
18701,Wessex Film Productions
23636,Mostow/Lieberman Productions
88955,Dansk Biograf Compagni
7625,Automatik Entertainment
15753,Sujac Productions
217,Ponti-De Laurentiis Cinematografica
8691,Vortex Words Pictures
15406,Qartuli Pilmi
20191,Mitsubishi Shoji
36615,Potboiler Productions
57206,Xuxa Producciones S.L.
17553,Carbunkle Cartoons
8288,Zentropa International Sweden
985,Filmstiftung Nrw
68062,Pentamerica
68229,Couch Potatoe Productions
73745,Argomedia Sp. Z O.O.
144,Fono Roma
5242,Creepy Film Productions
35508,2-Team Productions
73091,Youtube Red
85122,Foxboro Entertainment
11601,Silver Lion Films
2986,Kasbah-Film Tanger
3895,Chaiken Films
23868,Tiberius Film
10630,Rio Negro
26891,Random House Films
10851,Real Time Productions
15276,Channel 4 Television Corporation
3578,Ugc Distribution
2291,Journeyman Pictures
36686,Habbekrats
28367,Rtv Slovenija
4042,Astral Films
88463,Levens
3558,Ariola Productions. Inc.
10676,Cinesur
10324,William Castle Productions
4710,Fellah Pictures
13362,Preferred Content
30638,Envoy Pictures
95104,Bahman Ghobadi Films
29061,Love Punch
3868,Full Glass Films
36542,Yorkshire International Films Ltd.
22358,Les Films Gibé
7965,The Ladd Company
410,Sovkino
25410,Almighty Dog Productions
22625,Fonds Sud Cinéma
6051,Tokyo Broadcasting System
4406,Banana Split Polska
10740,Producers Representative Organization
6082,Filmirage
2751,Cml Films
11413,China Movie Channel
6997,Bibi Film
32782,"Zrf ""Kadr"""
25179,Vuguru Studios
510,Lunaris Film
3701,Mooseface Films Inc.
3805,Ken Lipper/June Beallor Production
44225,Construction Film
15517,Huffington Pictures
873,The Lloyd Segan Company
10482,Trio Films
87852,Scenario Lane Productions
30593,Atom Cinema
34233,Toy Gun Films
4496,Les Films Number One
5128,San Francisco Film
6451,Bandai
3728,Mangusta Productions
28309,Atg Productions
2699,Caviar Films
69696,Marfa
70969,Mainline Pictures
28360,Paradise City
11581,Misher Films
89159,Traziende Producciones / Trz
6657,Action Concept &Fims
36176,Concrete Pictures
243,Cb Films
50044,Vulsinia Films
2273,Eden Rock Media
13573,Canal Brasil
10377,Feifer Worldwide
21086,General Media Entertainment
71985,Epidem
43265,Harun Farocki Filmproduktion
1610,Ced Productions
789,Pallas Film
54583,Tempo Film
55129,Peace Arche Entertainment Group
1247,Eddie Saeta
32793,Cst Telecommunications
94859,Milkwood
17951,Paragon Arts International
4198,Ixtlan
23564,Jeff Franklin Productions
75412,Kulturelle Filmförderung Schleswig-Holstein
8912,Oakhurst Productions
15191,Laser Films
69352,West Bay One
4114,Lone Star Production
14571,Balboa Productions
4766,Kitty Films
37408,Monkeys & Parrots
8087,Creative Scotland
21882,Manis Film
13002,Figa Films
50492,May Day Movies
23708,Capitol International
6937,Dharamsala
26977,Sarabande Productions
12018,Limelight Fund
2266,Bold Films
430,Lonely Film Productions Gmbh & Co. Kg.
21012,Moving Pictures Media
93567,Fubar Films
5266,Robert Goldstein Productions
23478,Captain Movies
14391,Elliott Kastner Productions
22695,Smokehouse Pictures
16568,Mulmur Feed Co. Production
20944,Wabi Pictures
43711,Dean Film
19691,Exclusive Productions Inc.
14188,Conacite Uno
1047,Younger Than You
4748,Oscilloscope Laboratories
33770,Siren Digital - Hollywood
46,Wdr
2842,Ctr
3127,Screen Media Ventures
79420,Légende Films (Koprodukcja)
12240,Galatea Film
3615,Big Pictures
35471,Raw Tv
88601,Caoh Enterprises
74208,Lotus Entertainment (I)
10229,New Holland Pictures
58591,Fox Hill Productions
22319,Centre Européen Cinématographique Rhône-Alpes
61197,Valenti Entertainment
11814,Sky Perfect Well Think
6553,Archangel
65655,Insomnia Entertainment
11205,Pulsar Productions
68152,Kamisha Corporation
15055,Big Easy Pictures
54839,One Media
2798,Columbia Pictures Film Production Asia
10380,Nitrate Film
38725,E1 Entertainment
804,Natural Nylon Entertainment
18715,Mpn Cologne Film 3
42002,Velvet Spoon Productions
62081,Rank Organization
13412,Imagica
12496,Pegasus Pictures
1822,Parva Cinematografica
10890,Koan Films
7248,Union Générale Cinématographique (Ugc)
26174,Avalon P.C.
17317,Garagefilm International
45786,Bbc Natural History
44455,Viktorija Film
45787,Greenlight Media Ag
11241,The Mirisch Company
12612,Camp Films
52669,Eone Television
3733,Palo Alto Productions
4265,Exterminating Angel Productions
11051,Hallway Pictures
295,New Zealand On Air
51062,Red Cam Studios
49968,Will Packer Productions
16421,Rosa Filmes
655,Strike Entertainment
2886,Cineguild
84456,Marui-Kobunsha Corporation
45984,Smoking Gun Pictures
6596,Unikorea Pictures
2520,Arclight Films
757,Embassy Film Associates
52738,Jeff Rice Films
2260,Les Films Marceau
2918,Shueisha
20990,Ekz Productions
29248,Ópalo Films
2409,Red Lion
77104,Fortuna Film
19855,Internationale Filmproduktion Blackbird Dritte
65442,Beijing Dengfeng International Culture
75483,S.M. Films
8994,Films Jean Epstein
22627,Film- Und Medienstiftung Nrw
75291,Geopoly
20369,Slate Films
27592,Mediajuice Studios
2315,Paramount Classics
25522,Société Parisienne De Production
4820,Alta Vista Productions
5591,Downtown Filmes
87847,Coco
6921,Memento Films Distribution
10707,Deutsche Grammophon
32510,Cinepostproduction
2811,Neo Art & Logic
52377,Haile Addis Pictures
16418,"Instituto Do Cinema, Audiovisual E Multimédia (Icam)"
10067,Alloy Entertainment
12006,Goldmann Pictures
92912,F. Ariza
10211,Alfran Productions
31776,Particle Fever
15856,Bischoff-Diamond Corporation
6555,Polish Film Institute
90680,Shanghai Hoongman Technology Co.
8803,Production Partners
40796,Filmworks/Fx
19182,Hawthorne Productions
25767,Caliban Films
17457,Whizbang Films
20788,Gulfstream Pictures
582,Hachette Première
93215,Tropicalstorm Entertainment
22770,Studio 37
16204,Crown Film Unit
40002,Fade In Films
5830,Cheetah Vision
91543,North West Vision
6086,New Horizon Picture Corp.
8290,Busboy Productions
21347,Peter Shaw Productions
13349,Zoetrope Studios
12799,Silver Screen Pictures
14066,Site B
38356,Signboard Films Production Inc.
20711,Doperfilme
2600,Blast! Films
89313,Gruskoff/Levy Company
3171,Slb Films
21438,Nightfall Productions
63961,Pueblo Film Group
3844,My Bench Productions
3843,Icb Entertainment Finance
18667,Parallel Media
41536,Tesela P.C.
26670,Sunrise Entertainment (Ii)
17465,Pantaleon Entertainment Gmbh
43596,International Entertainment
21290,Fawcett-Majors Productions
7091,Access Motion Pictures
581,Ugc
16636,Shapiro-Glickenhaus Entertainment
12927,Canal+ Television Ab
13673,Blue + Green Communication
10975,Colorado Film Production
2522,Mediastream Dritte Film
1532,Sho Films
17889,Seppä Callahanin Filmimaailma Oy
10219,Goat Man'S Hill
105,Ciby 2000
14171,Centro De Capacitación Cinematográfica (Ccc)
2531,Media Rights Capital
4805,Film Ventures International (Fvi)
4903,Nero Films
20807,Sense And Sensibility Ventures
6100,Achte Babelsberg Film
20856,Realitism Films
56074,Australian Film Development Corporation
22928,Rosey Film Productions Llc
84838,Joyoung Films
18698,Festina Lente Productions
18616,Tippett Studio
23787,Eclipse Catering
27571,Pirie Productions
13504,Sneak Preview Films
88608,Site Productions
11761,Mark Canton Productions
78747,Shadowland
17161,Odyssey Media
32300,Lava Bear Films
50670,B Media Global
1147,Madeleine Films
2644,Benedek Films
13734,Impact Films
4526,Ensueño Films
67252,Micro Fusion 2003-2
125,Danish Film Institute
4009,Unified Film Organization (Ufo)
53733,Rhulen Entertainment
34456,Rooks Nest Entertainment
4456,Ruff Nation Films
